0001,yt_ch,UCsXVk37bltHxD1rDPwtNM8Q,learning,Kurzgesagt In a Nutshell,1
0002,yt_ch,UCdp4_l1vPmpN-gDbUwhaRUQ,learning,Branch Education,1
0003,yt_ch,UCYO_jab_esuFRV4b17AJtAw,learning,3Blue1Brown,0
